selection_rank,global_rank,code,name,exchange,industry,original_scope,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,debt_ratio,debt_limit,debt_gate,quality_score,quality_score_basis,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis,moat_status
,86,002001,新 和 成,SZ,化学制品,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,30.11,12.66,2.83,925.40726785,-1.18,0.83,18.128,40.145469,1.388771,27.858682,148.3893469132,0.16035032,0.0,27.7275132184,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,76,一致,20260804150000,待评,未完成护城河初评,待核验
,367,002003,伟星股份,SZ,纺织制造,保留,通过,普通行业,淘汰,综合得分未进入前50,10.4,33.21,2.94,123.64452391,-1.79,1.44,15.455,40.343272,1.517816,13.497347,8.491285064400001,0.06867498,0.0,32.3751712208,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,66,一致,20260804150000,待评,未完成护城河初评,待核验
,426,002007,华兰生物,SZ,生物制品,保留,通过,普通行业,淘汰,综合得分未进入前50,13.49,26.73,2.28,246.28571401,-1.39,0.67,16.288,64.673835,0.961621,30.336661,32.6150813164,0.13242782,0.0,12.2607766867,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,64,一致,20260804150000,待评,未完成护城河初评,待核验
,770,002008,大族激光,SZ,自动化设备,保留,通过,普通行业,淘汰,综合得分未进入前50,88.25,35.32,4.23,908.62500756,8.67,5.42,13.328,34.137952,0.95082,9.969733,7.0878994308,0.00780069,0.0,50.5182522876,60,通过,34,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,45,一致,20260804150000,待评,未完成护城河初评,待核验
,292,002014,永新股份,SZ,包装印刷,保留,通过,普通行业,淘汰,综合得分未进入前50,10.88,18.36,2.77,66.63911502,-1.98,0.88,15.576,23.177215,1.093647,11.050068,11.7072328184,0.1756811,0.0,41.678692573,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,69,一致,20260804150000,待评,未完成护城河初评,待核验
,298,002020,京新药业,SZ,化学制药,保留,通过,普通行业,淘汰,综合得分未进入前50,13.74,17.9,2.04,118.30540384,0.51,1.98,12.426,51.888144,1.046747,15.583868,16.34169485,0.13813143,0.0,27.7374926221,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,69,一致,20260804150000,待评,未完成护城河初评,待核验
8,8,002027,分众传媒,SZ,广告营销,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,5.32,10.73,6.05,768.32502542,-0.37,1.42,34.978,65.893699,1.861697,35.828833,367.2422180825,0.47797769,0.0,27.7068041132,60,通过,60,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,82,一致,20260804150000,4/5,核心楼宇媒体点位网络和规模化销售系统,初评达到★★★
,765,002028,思源电气,SZ,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,155.5,40.92,7.39,1216.90145351,-1.02,2.0,13.55,29.665048,0.910537,10.680337,49.4697958441,0.04065226,0.0,47.0482666977,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,46,一致,20260804150000,待评,未完成护城河初评,待核验
,,002030,达安基因,SZ,医疗器械,保留,豁免B通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,5.57,-19.91,1.11,78.17194398,0.72,1.44,20.569,53.60437,1.676189,-3.236611,57.1175492482,0.73066559,0.0,13.4625029159,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,63,一致,20260804150000,待评,未完成护城河初评,待核验
,338,002032,苏 泊 尔,SZ,小家电,保留,通过,普通行业,淘汰,综合得分未进入前50,42.08,19.4,6.67,336.57610404,-1.36,0.27,29.758,24.716265,1.185847,9.579339,115.3392720247,0.34268408,0.0,52.9049393865,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,16,67,一致,20260804150000,待评,未完成护城河初评,待核验
28,29,002034,旺能环境,SZ,环境治理,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,14.44,9.27,0.88,74.61165371,-0.76,1.49,10.196,38.255299,2.280277,23.170396,19.4641618451,0.26087295,0.0,47.5461189898,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,80,一致,20260804150000,3/5,固废处理项目资质、特许经营和运营经验,初评达到★★★
11,11,002035,华帝股份,SZ,厨卫电器,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,4.87,10.21,1.1,41.2807312,-1.62,1.1,15.942,40.924405,2.132438,7.609461,19.4326819516,0.47074462,0.0,45.5447800862,60,通过,52,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,82,一致,20260804150000,3/5,厨卫品牌、渠道覆盖和产品迭代,初评达到★★★
,122,002039,黔源电力,SZ,电力,保留,通过,普通行业,淘汰,综合得分未进入前50,19.89,23.83,1.95,85.04131126,-2.26,1.96,10.76,53.549808,5.307625,13.631067,67.6200801722,0.7951439,0.0,48.8484298135,70,通过,52,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,74,一致,20260804150000,待评,未完成护城河初评,待核验
,260,002043,兔 宝 宝,SZ,装修建材,保留,通过,普通行业,淘汰,综合得分未进入前50,12.88,18.05,3.35,106.87237702,-4.31,1.77,22.394,17.976686,1.854456,7.541822,48.565206546599995,0.45442244,0.0,44.3449655503,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,70,一致,20260804150000,待评,未完成护城河初评,待核验
,638,002049,紫光国微,SZ,半导体,保留,通过,普通行业,淘汰,综合得分未进入前50,65.55,41.34,4.05,552.73967462,2.26,2.6,16.468,59.132097,0.748537,24.13862,52.452824036,0.09489607,0.0,27.4043604185,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,55,一致,20260804150000,待评,未完成护城河初评,待核验
,746,002050,三花智控,SZ,家电零部件Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,38.74,43.93,5.18,1630.18459842,1.15,1.78,17.279,27.124669,1.167194,12.108511,31.6503384702,0.01941519,0.0,44.9056078075,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,48,一致,20260804150000,待评,未完成护城河初评,待核验
,371,002056,横店东磁,SZ,光伏设备,保留,通过,普通行业,淘汰,综合得分未进入前50,20.71,21.83,3.35,336.89207053,3.09,1.7,17.216,18.821532,1.74187,9.740051,80.7766055764,0.23976998,0.0,59.6807988156,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,66,一致,20260804150000,待评,未完成护城河初评,待核验
,489,002057,中钢天源,SZ,专业服务,保留,通过,普通行业,淘汰,综合得分未进入前50,8.27,19.42,1.88,62.34618249,0.85,3.19,9.395,23.848683,1.243997,9.360182,5.9369603317,0.09522572,0.0,32.8948205073,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,62,一致,20260804150000,待评,未完成护城河初评,待核验
,178,002064,华峰化学,SZ,化学纤维,保留,通过,普通行业,淘汰,综合得分未进入前50,10.88,13.62,1.88,539.92477599,-0.55,1.05,17.828,19.80135,1.209761,10.455686,84.9024365738,0.15724864,0.0,25.8773771891,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,72,一致,20260804150000,待评,未完成护城河初评,待核验
,416,002083,孚日股份,SZ,纺织制造,保留,通过,普通行业,淘汰,综合得分未进入前50,11.29,14.81,2.32,106.87554445,2.54,9.19,9.175,16.990605,2.339644,6.67218,10.037510004400001,0.09391774,0.0,35.4833829891,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,65,一致,20260804150000,待评,未完成护城河初评,待核验
,461,002085,万丰奥威,SZ,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,10.8,23.59,3.04,229.31613216,-0.83,1.24,12.558,17.675447,2.044897,6.233387,42.720251519,0.18629414,0.0,44.7649556311,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,63,一致,20260804150000,待评,未完成护城河初评,待核验
,,002088,鲁阳节能,SZ,装修建材,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,7.66,334.63,1.64,39.02311825,1.06,0.57,14.395,30.437462,2.070133,13.310904,18.5697352462,0.47586498,0.0,23.8100938002,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,61,一致,20260804150000,待评,未完成护城河初评,待核验
,476,002107,沃华医药,SZ,中药Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,6.2,26.48,5.06,35.7869952,1.97,1.7,12.903,75.028562,1.801164,10.218965,7.0141520822,0.19599723,0.0,26.2408178844,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,62,一致,20260804150000,待评,未完成护城河初评,待核验
,374,002117,东港股份,SZ,包装印刷,保留,通过,普通行业,淘汰,综合得分未进入前50,8.17,21.56,3.23,42.78800202,-0.12,1.3,12.65,35.186812,1.33919,14.653798,7.8966311722,0.18455246,0.0,29.6161468649,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,66,一致,20260804150000,待评,未完成护城河初评,待核验
,598,002125,湘潭电化,SZ,电池,保留,通过,普通行业,淘汰,综合得分未进入前50,12.61,22.21,2.38,79.38283782,0.32,2.83,8.271,23.358944,0.892919,9.99387,6.3579465425,0.08009221,0.0,36.5102906735,60,通过,36,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,58,一致,20260804150000,待评,未完成护城河初评,待核验
,62,002128,电投能源,SZ,煤炭开采,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,26.63,10.4,1.62,832.58084321,-0.26,0.53,15.184,33.632261,1.719134,15.498071,90.7022581299,0.10894108,0.0,22.7500687495,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,78,一致,20260804150000,待评,未完成护城河初评,待核验
,609,002130,沃尔核材,SZ,其他电子Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,17.53,26.53,2.75,245.40025456,2.34,4.88,11.434,32.006733,1.155064,8.752588,19.4609571921,0.07930292,0.0,44.7640289623,60,通过,39,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,57,一致,20260804150000,待评,未完成护城河初评,待核验
,726,002138,顺络电子,SZ,元件,保留,通过,普通行业,淘汰,综合得分未进入前50,47.23,42.59,5.8,380.82415859,8.55,6.87,12.242,35.306677,1.795615,15.926749,10.0820111767,0.02647419,0.0,44.1599259865,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,50,一致,20260804150000,待评,未完成护城河初评,待核验
32,34,002142,宁波银行,SZ,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,31.5,6.36,0.92,2080.13109948,-2.45,0.46,16.146,,3.955998,38.410956,5276.81,2.536768,0.0,93.1482077047,,金融特殊口径,49.33,金融特殊口径：ROE 40分、股本稳定性20分,30,79.33,一致,20260804150000,待评,未完成护城河初评,待核验
,,002150,正泰电源,SZ,光伏设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,21.06,126.26,3.57,75.99896991,0.96,1.61,10.373,25.927127,1.58646,7.640227,2.9409816716000003,0.03869765,0.0,54.0938278168,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,49,一致,20260804150000,待评,未完成护城河初评,待核验
,399,002152,广电运通,SZ,计算机设备,保留,通过,普通行业,淘汰,综合得分未进入前50,10.34,28.37,2.1,256.78179165,0.78,1.11,8.342,34.574588,1.783274,12.405168,64.9581556907,0.25297026,0.0,48.0783991803,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,65,一致,20260804150000,待评,未完成护城河初评,待核验
,565,002158,汉钟精机,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,26.64,25.4,3.27,142.45051063,7.25,2.33,16.307,36.511974,0.952112,17.008791,20.7566369235,0.14571121,0.0,29.6458575007,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,59,一致,20260804150000,待评,未完成护城河初评,待核验
,712,002164,宁波东力,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,11.19,68.37,3.75,59.5502358,0.18,1.83,20.307,22.984409,1.490262,16.197047,1.3309502806,0.02235004,0.0,41.6332377471,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,51,一致,20260804150000,待评,未完成护城河初评,待核验
,681,002179,中航光电,SZ,军工电子Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,34.41,45.36,3.07,722.6947508,1.0,1.25,16.514,35.449059,0.820614,13.89321,28.247838428,0.03908682,0.0,38.5400494889,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,53,一致,20260804150000,待评,未完成护城河初评,待核验
,465,002192,融捷股份,SZ,能源金属,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,64.21,14.99,4.37,166.72460585,4.08,4.94,12.22,46.726716,1.224821,8.96552,13.0254167522,0.07812534,0.0,27.2904944435,60,通过,41,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,63,一致,20260804150000,待评,未完成护城河初评,待核验
,301,002206,海 利 得,SZ,化学纤维,保留,通过,普通行业,淘汰,综合得分未进入前50,5.32,12.55,1.59,61.8198481,-0.93,1.06,11.647,17.913457,1.60628,8.42942,17.465060717,0.28251543,0.0,48.0478240057,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,69,一致,20260804150000,待评,未完成护城河初评,待核验
,190,002216,三全食品,SZ,食品加工,保留,通过,普通行业,淘汰,综合得分未进入前50,12.85,10.49,2.58,112.97515017,-1.46,1.33,13.7,25.868531,1.343556,6.593947,29.5905773796,0.26192112,0.0,42.8314268943,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,72,一致,20260804150000,待评,未完成护城河初评,待核验
,,002222,福晶科技,SZ,光学光电子,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,52.92,95.36,13.97,248.8563,7.96,7.14,15.656,54.732278,1.096151,26.971819,2.9071835198000002,0.01168218,0.0,21.4175412343,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,43,一致,20260804150000,待评,未完成护城河初评,待核验
,129,002223,鱼跃医疗,SZ,医疗器械,保留,通过,普通行业,淘汰,综合得分未进入前50,27.81,16.27,2.14,278.78883395,-1.24,1.0,16.405,49.703396,1.032648,21.192767,78.9860945418,0.28331872,0.0,16.9672628102,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150000,待评,未完成护城河初评,待核验
,126,002233,塔牌集团,SZ,水泥,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,7.44,19.9,0.75,87.3567978,-2.36,1.03,11.476,25.429412,1.522933,17.437846,29.6487232584,0.33939801,0.0,10.2250858409,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,74,一致,20260804150000,待评,未完成护城河初评,待核验
,324,002236,大华股份,SZ,计算机设备,保留,通过,普通行业,淘汰,综合得分未进入前50,17.13,20.06,1.5,560.02459328,1.96,2.27,18.337,39.57638,0.706992,12.549786,84.48419574430001,0.15085801,0.0,26.7976760006,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,68,一致,20260804150000,待评,未完成护城河初评,待核验
,239,002242,九阳股份,SZ,小家电,保留,通过,普通行业,淘汰,综合得分未进入前50,9.15,21.07,2.07,69.8160555,-0.87,1.08,15.52,26.797828,2.119246,6.460955,19.8931434862,0.28493651,0.0,53.7589943853,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,71,一致,20260804150000,待评,未完成护城河初评,待核验
,,002244,滨江集团,SZ,房地产开发,周期,通过,周期行业（本次保留）,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,8.52,8.17,0.88,265.09501943,-5.54,1.87,11.649,16.964137,3.112908,6.68685,416.72233821300006,1.57197347,0.0,76.409830728,60,不通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,76,一致,20260804150000,待评,未完成护城河初评,待核验
,750,002245,蔚蓝锂芯,SZ,电池,保留,通过,普通行业,淘汰,综合得分未进入前50,16.37,35.69,3.62,279.54060154,3.74,4.92,10.229,17.308377,2.089141,6.993358,7.2240439653,0.02584256,0.0,36.823193199,60,通过,37,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,48,一致,20260804150000,待评,未完成护城河初评,待核验
,273,002262,恩华药业,SZ,化学制药,保留,通过,普通行业,淘汰,综合得分未进入前50,21.91,17.53,2.79,222.55884034,-1.44,1.15,17.422,74.394901,0.925642,17.291359,27.696467502399997,0.1244456,0.0,12.9600545418,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,70,一致,20260804150000,待评,未完成护城河初评,待核验
,602,002270,华明装备,SZ,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,20.64,28.37,5.93,184.98092896,-0.63,2.63,13.681,50.587736,1.10027,21.907341,24.2691299414,0.13119801,0.0,39.0917281465,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,57,一致,20260804150000,待评,未完成护城河初评,待核验
,682,002273,水晶光电,SZ,光学光电子,保留,通过,普通行业,淘汰,综合得分未进入前50,25.91,36.52,3.63,360.31280846,4.86,3.63,9.914,28.17822,1.599373,15.188699,12.5150248147,0.03473378,0.0,20.4289623161,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,53,一致,20260804150000,待评,未完成护城河初评,待核验
,136,002275,桂林三金,SZ,中药Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,13.32,15.73,2.49,78.26413752,-0.6,0.43,14.592,73.547156,1.372903,22.311953,23.3273536412,0.29805929,0.0,25.0614609263,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150000,待评,未完成护城河初评,待核验
,,002281,光迅科技,SZ,通信设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,172.32,148.64,10.31,1426.54911764,10.0,4.99,9.697,23.257712,0.936947,7.956558,3.7197391555,0.00260751,0.0,37.921840468,60,通过,31,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,31,一致,20260804150000,待评,未完成护城河初评,待核验
,310,002287,奇正藏药,SZ,中药Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,20.86,31.35,2.48,119.34385715,-1.04,0.37,16.878,83.701819,1.030613,28.165018,21.591603468400002,0.18091927,0.0,27.7704086969,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,68,一致,20260804150000,待评,未完成护城河初评,待核验
,135,002293,罗莱生活,SZ,服装家纺,保留,通过,普通行业,淘汰,综合得分未进入前50,10.95,15.53,2.3,91.67462432,0.27,1.03,13.599,47.351866,1.458573,10.781811,28.5968514924,0.31193857,0.0,32.1555190197,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150000,待评,未完成护城河初评,待核验
